relative_path,filename,dimensions_x_y_z,triangles,candidate_categories
Models/tiles/square/gltf/square_rock_roadC_detail.gltf.glb,square_rock_roadC_detail.gltf.glb,2.0 x 2.0 x 1.0,220,roads; rocks; props
Models/tiles/square/gltf/square_rock_roadD.gltf.glb,square_rock_roadD.gltf.glb,2.0 x 2.003 x 1.0,184,roads; rocks
Models/tiles/square/gltf/square_rock_roadD_detail.gltf.glb,square_rock_roadD_detail.gltf.glb,2.0 x 2.003 x 1.0,232,roads; rocks; props
Models/tiles/square/gltf/square_rock_roadE.gltf.glb,square_rock_roadE.gltf.glb,2.0 x 2.0 x 1.0,280,roads; rocks
Models/tiles/square/gltf/square_rock_roadE_detail.gltf.glb,square_rock_roadE_detail.gltf.glb,2.0 x 2.0 x 1.0,328,roads; rocks; props
Models/tiles/square/gltf/square_rock_waterInnerCorner.gltf.glb,square_rock_waterInnerCorner.gltf.glb,2.0 x 2.0 x 1.0,146,water/coasts; rocks
Models/tiles/square/gltf/square_rock_waterInnerCorner_empty.gltf.glb,square_rock_waterInnerCorner_empty.gltf.glb,2.0 x 2.0 x 1.0,136,water/coasts; rocks
Models/tiles/square/gltf/square_rock_waterInnerCorner_noSides.gltf.glb,square_rock_waterInnerCorner_noSides.gltf.glb,2.0 x 2.0 x 1.0,138,water/coasts; rocks
Models/tiles/square/gltf/square_rock_waterOuterCorner.gltf.glb,square_rock_waterOuterCorner.gltf.glb,2.0 x 2.0 x 1.0,154,water/coasts; rocks
Models/tiles/square/gltf/square_rock_waterOuterCorner_empty.gltf.glb,square_rock_waterOuterCorner_empty.gltf.glb,2.0 x 2.0 x 1.0,124,water/coasts; rocks
Models/tiles/square/gltf/square_rock_waterOuterCorner_noSides.gltf.glb,square_rock_waterOuterCorner_noSides.gltf.glb,2.0 x 2.0 x 1.0,130,water/coasts; rocks
Models/tiles/square/gltf/square_rock_waterStraight.gltf.glb,square_rock_waterStraight.gltf.glb,2.0 x 2.0 x 1.0,70,water/coasts; rocks
Models/tiles/square/gltf/square_rock_waterStraight_empty.gltf.glb,square_rock_waterStraight_empty.gltf.glb,2.0 x 2.0 x 1.0,56,water/coasts; rocks
Models/tiles/square/gltf/square_rock_waterStraight_noSides.gltf.glb,square_rock_waterStraight_noSides.gltf.glb,2.0 x 2.0 x 1.0,58,water/coasts; rocks
Models/tiles/square/gltf/square_sand.gltf.glb,square_sand.gltf.glb,2.0 x 2.0 x 1.0,12,
Models/tiles/square/gltf/square_sand_detail.gltf.glb,square_sand_detail.gltf.glb,2.0 x 2.0 x 1.0,36,props
Models/tiles/square/gltf/square_sand_roadA.gltf.glb,square_sand_roadA.gltf.glb,2.0 x 2.0 x 1.0,150,roads
Models/tiles/square/gltf/square_sand_roadA_detail.gltf.glb,square_sand_roadA_detail.gltf.glb,2.0 x 2.0 x 1.0,198,roads; props
Models/tiles/square/gltf/square_sand_roadB.gltf.glb,square_sand_roadB.gltf.glb,2.0 x 2.0 x 1.0,56,roads
Models/tiles/square/gltf/square_sand_roadB_detail.gltf.glb,square_sand_roadB_detail.gltf.glb,2.0 x 2.0 x 1.0,92,roads; props
Models/tiles/square/gltf/square_sand_roadC.gltf.glb,square_sand_roadC.gltf.glb,2.0 x 2.0 x 1.0,172,roads
Models/tiles/square/gltf/square_sand_roadC_detail.gltf.glb,square_sand_roadC_detail.gltf.glb,2.0 x 2.0 x 1.0,220,roads; props
Models/tiles/square/gltf/square_sand_roadD.gltf.glb,square_sand_roadD.gltf.glb,2.0 x 2.003 x 1.0,184,roads
Models/tiles/square/gltf/square_sand_roadD_detail.gltf.glb,square_sand_roadD_detail.gltf.glb,2.0 x 2.003 x 1.0,232,roads; props
Models/tiles/square/gltf/square_sand_roadE.gltf.glb,square_sand_roadE.gltf.glb,2.0 x 2.0 x 1.0,280,roads
Models/tiles/square/gltf/square_sand_roadE_detail.gltf.glb,square_sand_roadE_detail.gltf.glb,2.0 x 2.0 x 1.0,328,roads; props
Models/tiles/square/gltf/square_sand_waterInnerCorner.gltf.glb,square_sand_waterInnerCorner.gltf.glb,2.0 x 2.0 x 1.0,146,water/coasts
Models/tiles/square/gltf/square_sand_waterInnerCorner_empty.gltf.glb,square_sand_waterInnerCorner_empty.gltf.glb,2.0 x 2.0 x 1.0,136,water/coasts
Models/tiles/square/gltf/square_sand_waterInnerCorner_noSides.gltf.glb,square_sand_waterInnerCorner_noSides.gltf.glb,2.0 x 2.0 x 1.0,138,water/coasts
Models/tiles/square/gltf/square_sand_waterOuterCorner.gltf.glb,square_sand_waterOuterCorner.gltf.glb,2.0 x 2.0 x 1.0,154,water/coasts
Models/tiles/square/gltf/square_sand_waterOuterCorner_empty.gltf.glb,square_sand_waterOuterCorner_empty.gltf.glb,2.0 x 2.0 x 1.0,124,water/coasts
Models/tiles/square/gltf/square_sand_waterOuterCorner_noSides.gltf.glb,square_sand_waterOuterCorner_noSides.gltf.glb,2.0 x 2.0 x 1.0,130,water/coasts
Models/tiles/square/gltf/square_sand_waterStraight.gltf.glb,square_sand_waterStraight.gltf.glb,2.0 x 2.0 x 1.0,70,water/coasts
Models/tiles/square/gltf/square_sand_waterStraight_empty.gltf.glb,square_sand_waterStraight_empty.gltf.glb,2.0 x 2.0 x 1.0,56,water/coasts
Models/tiles/square/gltf/square_sand_waterStraight_noSides.gltf.glb,square_sand_waterStraight_noSides.gltf.glb,2.0 x 2.0 x 1.0,58,water/coasts
Models/tiles/square/gltf/square_water.gltf.glb,square_water.gltf.glb,2.0 x 2.0 x 1.0,12,water/coasts
Models/tiles/square/gltf/square_water_detail.gltf.glb,square_water_detail.gltf.glb,2.0 x 2.0 x 0.9,38,water/coasts; props
Models/tiles/square/gltf/square_water_detail_empty.gltf.glb,square_water_detail_empty.gltf.glb,2.0 x 2.0 x 0.5,20,water/coasts; props
Models/tiles/square/gltf/square_water_detail_noSides.gltf.glb,square_water_detail_noSides.gltf.glb,2.0 x 2.0 x 0.9,22,water/coasts; props
Models/tiles/square/gltf/square_water_empty.gltf.glb,square_water_empty.gltf.glb,2.0 x 2.0 x 0.0,2,water/coasts
